action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,,19330319,[],CHEMBL4418662,Inhibition of Myc (unknown origin) expressed in HEK293T cells incubated for 16 hrs by firefly/renilla luciferase reporter gene assay,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C1NCc2ccccc2[C@@H]2OC(c3ccccc3)=N[C@]12Cc1ccccc1,,,CHEMBL4418487,,2017,"{'bei': '12.96', 'le': '0.23', 'lle': '0.96', 'sei': '9.42'}",CHEMBL4459239,,CHEMBL4459239,4.78,0,http://www.openphacts.org/units/Nanomolar,3231772,=,38,1,=,,IC50,nM,,16760.0,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,uM,UO_0000065,,16.76
,,19330320,[],CHEMBL4418662,Inhibition of Myc (unknown origin) expressed in HEK293T cells incubated for 16 hrs by firefly/renilla luciferase reporter gene assay,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C1N(CCS(=O)(=O)c2ccccc2)Cc2ccccc2[C@@H]2OC(c3ccccc3)=N[C@]12Cc1ccccc1,,,CHEMBL4418487,,2017,"{'bei': '9.71', 'le': '0.18', 'lle': '0.21', 'sei': '6.85'}",CHEMBL4449950,,CHEMBL4449950,5.21,0,http://www.openphacts.org/units/Nanomolar,3231773,=,38,1,=,,IC50,nM,,6190.0,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,uM,UO_0000065,,6.19
,,19330321,[],CHEMBL4418662,Inhibition of Myc (unknown origin) expressed in HEK293T cells incubated for 16 hrs by firefly/renilla luciferase reporter gene assay,B,,,BAO_0000190,BAO_0000219,cell-based format,C=CCN1Cc2ccccc2[C@@H]2OC(c3ccccc3)=N[C@]2(Cc2ccccc2)C1=O,,,CHEMBL4418487,,2017,"{'bei': '12.52', 'le': '0.23', 'lle': '0.41', 'sei': '12.21'}",CHEMBL4447024,,CHEMBL4447024,5.12,0,http://www.openphacts.org/units/Nanomolar,3231774,=,38,1,=,,IC50,nM,,7670.0,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,uM,UO_0000065,,7.67
,,19330322,[],CHEMBL4418662,Inhibition of Myc (unknown origin) expressed in HEK293T cells incubated for 16 hrs by firefly/renilla luciferase reporter gene assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CC(=O)N1Cc2ccccc2[C@@H]2OC(c3ccccc3)=N[C@]2(Cc2ccccc2)C1=O,,,CHEMBL4418487,,2017,"{'bei': '12.96', 'le': '0.23', 'lle': '1.25', 'sei': '9.02'}",CHEMBL4555635,,CHEMBL4555635,5.32,0,http://www.openphacts.org/units/Nanomolar,3231775,=,38,1,=,,IC50,nM,,4810.0,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,uM,UO_0000065,,4.81
,,19330323,[],CHEMBL4418662,Inhibition of Myc (unknown origin) expressed in HEK293T cells incubated for 16 hrs by firefly/renilla luciferase reporter gene assay,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(c1ccccc1)N1Cc2ccccc2[C@@H]2OC(c3ccccc3)=N[C@]2(Cc2ccccc2)C1=O,,,CHEMBL4418487,,2017,"{'bei': '10.08', 'le': '0.18', 'lle': '-0.61', 'sei': '8.08'}",CHEMBL4550808,,CHEMBL4550808,4.76,0,http://www.openphacts.org/units/Nanomolar,3231776,=,38,1,=,,IC50,nM,,17200.0,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,uM,UO_0000065,,17.2
,,19330324,[],CHEMBL4418662,Inhibition of Myc (unknown origin) expressed in HEK293T cells incubated for 16 hrs by firefly/renilla luciferase reporter gene assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CCOC(=O)CN1Cc2ccccc2[C@@H]2OC(c3ccccc3)=N[C@]2(Cc2ccccc2)C1=O,,,CHEMBL4418487,,2017,"{'bei': '12.04', 'le': '0.22', 'lle': '1.38', 'sei': '8.02'}",CHEMBL4459646,,CHEMBL4459646,5.47,0,http://www.openphacts.org/units/Nanomolar,3231777,=,38,1,=,,IC50,nM,,3380.0,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,uM,UO_0000065,,3.38
,,19330325,[],CHEMBL4418662,Inhibition of Myc (unknown origin) expressed in HEK293T cells incubated for 16 hrs by firefly/renilla luciferase reporter gene assay,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(O)CN1Cc2ccccc2[C@@H]2OC(c3ccccc3)=N[C@]2(Cc2ccccc2)C1=O,,,CHEMBL4418487,,2017,,CHEMBL4460340,,CHEMBL4460340,,0,http://www.openphacts.org/units/Nanomolar,3231778,>,38,1,>,,IC50,nM,,50000.0,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,uM,UO_0000065,,50.0
,,19330326,[],CHEMBL4418662,Inhibition of Myc (unknown origin) expressed in HEK293T cells incubated for 16 hrs by firefly/renilla luciferase reporter gene assay,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C1N(CCO)Cc2ccccc2[C@@H]2OC(c3ccccc3)=N[C@]12Cc1ccccc1,,,CHEMBL4418487,,2017,"{'bei': '13.74', 'le': '0.25', 'lle': '2.15', 'sei': '9.12'}",CHEMBL4461659,,CHEMBL4461659,5.67,0,http://www.openphacts.org/units/Nanomolar,3231779,=,38,1,=,,IC50,nM,,2150.0,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,uM,UO_0000065,,2.15
,,19330327,[],CHEMBL4418662,Inhibition of Myc (unknown origin) expressed in HEK293T cells incubated for 16 hrs by firefly/renilla luciferase reporter gene assay,B,,,BAO_0000190,BAO_0000219,cell-based format,C#CCNC(=O)CN1Cc2ccccc2[C@@H]2OC(c3ccccc3)=N[C@]2(Cc2ccccc2)C1=O,,,CHEMBL4418487,,2017,"{'bei': '10.77', 'le': '0.19', 'lle': '1.71', 'sei': '7.03'}",CHEMBL4436682,,CHEMBL4436682,4.99,0,http://www.openphacts.org/units/Nanomolar,3231780,=,38,1,=,,IC50,nM,,10140.0,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,uM,UO_0000065,,10.14
,,19330328,[],CHEMBL4418662,Inhibition of Myc (unknown origin) expressed in HEK293T cells incubated for 16 hrs by firefly/renilla luciferase reporter gene assay,B,,,BAO_0000190,BAO_0000219,cell-based format,C#CCN(CC(=O)NCCNC(=O)CN1Cc2ccccc2[C@@H]2OC(c3ccccc3)=N[C@]2(Cc2ccccc2)C1=O)C(=O)CCC1(C)N=N1,,,CHEMBL4418487,,2017,"{'bei': '7.02', 'le': '0.13', 'lle': '1.55', 'sei': '3.26'}",CHEMBL4442285,,CHEMBL4442285,4.73,0,http://www.openphacts.org/units/Nanomolar,3231781,=,38,1,=,,IC50,nM,,18730.0,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,uM,UO_0000065,,18.73
,,19330329,[],CHEMBL4418662,Inhibition of Myc (unknown origin) expressed in HEK293T cells incubated for 16 hrs by firefly/renilla luciferase reporter gene assay,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C1N(CCS(=O)(=O)c2ccccc2)Cc2cc(Cl)ccc2[C@@H]2OC(c3ccccc3)=N[C@]12Cc1ccccc1,,,CHEMBL4418487,,2017,"{'bei': '9.15', 'le': '0.18', 'lle': '-0.43', 'sei': '6.87'}",CHEMBL4557904,,CHEMBL4557904,5.23,0,http://www.openphacts.org/units/Nanomolar,3231782,=,38,1,=,,IC50,nM,,5940.0,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,uM,UO_0000065,,5.94
,,19330330,[],CHEMBL4418662,Inhibition of Myc (unknown origin) expressed in HEK293T cells incubated for 16 hrs by firefly/renilla luciferase reporter gene assay,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C1NCc2ccccc2[C@@H]2OC(c3ccc(OCCCO)cc3)=N[C@]12Cc1ccccc1,,,CHEMBL4418487,,2017,"{'bei': '11.37', 'le': '0.21', 'lle': '1.45', 'sei': '6.28'}",CHEMBL4551211,,CHEMBL4551211,5.03,0,http://www.openphacts.org/units/Nanomolar,3231783,=,38,1,=,,IC50,nM,,9340.0,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,uM,UO_0000065,,9.34
,,19330331,[],CHEMBL4418662,Inhibition of Myc (unknown origin) expressed in HEK293T cells incubated for 16 hrs by firefly/renilla luciferase reporter gene assay,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C1N(CCS(=O)(=O)c2ccccc2)Cc2ccccc2[C@@H]2OC(c3ccc(OCCCO)cc3)=N[C@]12Cc1ccccc1,,,CHEMBL4418487,,2017,"{'bei': '8.72', 'le': '0.17', 'lle': '0.56', 'sei': '5.05'}",CHEMBL4435266,,CHEMBL4435266,5.32,0,http://www.openphacts.org/units/Nanomolar,3231784,=,38,1,=,,IC50,nM,,4740.0,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,uM,UO_0000065,,4.74
,,19330332,[],CHEMBL4418662,Inhibition of Myc (unknown origin) expressed in HEK293T cells incubated for 16 hrs by firefly/renilla luciferase reporter gene assay,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C1N(CCS(=O)(=O)c2ccccc2)Cc2ccccc2[C@@H]2OC(c3ccc(OCCCO)cc3)=N[C@]12Cc1ccccc1,,,CHEMBL4418487,,2017,"{'bei': '8.71', 'le': '0.17', 'lle': '0.56', 'sei': '5.04'}",CHEMBL4435266,,CHEMBL4435266,5.32,0,http://www.openphacts.org/units/Nanomolar,3231785,=,38,1,=,,IC50,nM,,4770.0,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,uM,UO_0000065,,4.77
,,19330333,[],CHEMBL4418662,Inhibition of Myc (unknown origin) expressed in HEK293T cells incubated for 16 hrs by firefly/renilla luciferase reporter gene assay,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C1N(Cc2ccccc2)Cc2ccccc2[C@@H]2OC(c3ccc(OCCCO)cc3)=N[C@]12Cc1ccccc1,,,CHEMBL4418487,,2017,"{'bei': '9.58', 'le': '0.17', 'lle': '-0.39', 'sei': '7.15'}",CHEMBL4588488,,CHEMBL4588488,5.10,0,http://www.openphacts.org/units/Nanomolar,3231786,=,38,1,=,,IC50,nM,,7880.0,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,uM,UO_0000065,,7.88
,,19330334,[],CHEMBL4418662,Inhibition of Myc (unknown origin) expressed in HEK293T cells incubated for 16 hrs by firefly/renilla luciferase reporter gene assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CC(=O)OCCCOc1ccc(C2=N[C@]3(Cc4ccccc4)C(=O)N(CCS(=O)(=O)c4ccccc4)Cc4ccccc4[C@@H]3O2)cc1,,,CHEMBL4418487,,2017,"{'bei': '8.16', 'le': '0.15', 'lle': '0.00', 'sei': '4.78'}",CHEMBL4468857,,CHEMBL4468857,5.33,0,http://www.openphacts.org/units/Nanomolar,3231787,=,38,1,=,,IC50,nM,,4700.0,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,uM,UO_0000065,,4.7
,,19331009,[],CHEMBL4418809,Inhibition of Myc (unknown origin) expressed in HEK293T cells incubated for 16 hrs by firefly/renilla luciferase reporter gene assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)N1C(=O)S/C(=C\c2ccc(Sc3nc4ccccc4[nH]3)o2)C1=O,,,CHEMBL4418492,,2018,"{'bei': '16.02', 'le': '0.32', 'lle': '1.42', 'sei': '7.80'}",CHEMBL4546151,,CHEMBL4546151,6.17,0,http://www.openphacts.org/units/Nanomolar,3232077,=,38,1,=,,IC50,nM,,670.0,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,uM,UO_0000065,,0.67
,,19331010,[],CHEMBL4418809,Inhibition of Myc (unknown origin) expressed in HEK293T cells incubated for 16 hrs by firefly/renilla luciferase reporter gene assay,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C1NC(=O)/C(=C/c2ccc(Sc3nc4ccccc4[nH]3)o2)N1,,,CHEMBL4418492,,2018,"{'bei': '15.70', 'le': '0.30', 'lle': '2.63', 'sei': '5.12'}",CHEMBL4574522,,CHEMBL4574522,5.12,0,http://www.openphacts.org/units/Nanomolar,3232078,=,38,1,=,,IC50,nM,,7500.0,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,uM,UO_0000065,,7.5
,,19331011,[],CHEMBL4418809,Inhibition of Myc (unknown origin) expressed in HEK293T cells incubated for 16 hrs by firefly/renilla luciferase reporter gene assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)N1C(=O)S/C(=C\c2ccc(Sc3nc4ccccc4s3)o2)C1=O,,,CHEMBL4418492,,2018,"{'bei': '13.02', 'le': '0.28', 'lle': '-0.25', 'sei': '8.27'}",CHEMBL4448611,,CHEMBL4448611,5.24,0,http://www.openphacts.org/units/Nanomolar,3232079,=,38,1,=,,IC50,nM,,5720.0,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,uM,UO_0000065,,5.72
,,19331012,[],CHEMBL4418809,Inhibition of Myc (unknown origin) expressed in HEK293T cells incubated for 16 hrs by firefly/renilla luciferase reporter gene assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)N1C(=O)S/C(=C\c2ccc(Sc3nc4ccc(Cl)cc4[nH]3)o2)C1=O,,,CHEMBL4418492,,2018,"{'bei': '14.53', 'le': '0.31', 'lle': '0.69', 'sei': '7.71'}",CHEMBL4441910,,CHEMBL4441910,6.10,0,http://www.openphacts.org/units/Nanomolar,3232080,=,38,1,=,,IC50,nM,,790.0,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,uM,UO_0000065,,0.79
,,19331013,[],CHEMBL4418809,Inhibition of Myc (unknown origin) expressed in HEK293T cells incubated for 16 hrs by firefly/renilla luciferase reporter gene assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc2nc(Sc3ccc(/C=C4\SC(=O)N(C(C)C)C4=O)o3)[nH]c2c1,,,CHEMBL4418492,,2018,"{'bei': '14.26', 'le': '0.29', 'lle': '1.16', 'sei': '6.70'}",CHEMBL4435169,,CHEMBL4435169,5.92,0,http://www.openphacts.org/units/Nanomolar,3232081,=,38,1,=,,IC50,nM,,1190.0,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,uM,UO_0000065,,1.19
,,19331014,[],CHEMBL4418809,Inhibition of Myc (unknown origin) expressed in HEK293T cells incubated for 16 hrs by firefly/renilla luciferase reporter gene assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)N1C(=O)S/C(=C\c2ccc(Sc3nc4ccccc4o3)o2)C1=O,,,CHEMBL4418492,,2018,"{'bei': '13.01', 'le': '0.26', 'lle': '0.01', 'sei': '6.57'}",CHEMBL4591315,,CHEMBL4591315,5.03,0,http://www.openphacts.org/units/Nanomolar,3232082,=,38,1,=,,IC50,nM,,9390.0,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,uM,UO_0000065,,9.39
,,19331015,[],CHEMBL4418809,Inhibition of Myc (unknown origin) expressed in HEK293T cells incubated for 16 hrs by firefly/renilla luciferase reporter gene assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)N1C(=O)S/C(=C\c2ccc(-c3nc4ccccc4[nH]3)o2)C1=O,,,CHEMBL4418492,,2018,,CHEMBL4460085,,CHEMBL4460085,,0,http://www.openphacts.org/units/Nanomolar,3232083,>,38,1,>,,IC50,nM,,40000.0,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,uM,UO_0000065,,40.0
,,19331016,[],CHEMBL4418809,Inhibition of Myc (unknown origin) expressed in HEK293T cells incubated for 16 hrs by firefly/renilla luciferase reporter gene assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)N1C(=O)N/C(=C\c2ccc(Sc3nc4ccccc4[nH]3)o2)C1=O,,,CHEMBL4418492,,2018,"{'bei': '16.51', 'le': '0.32', 'lle': '2.47', 'sei': '6.67'}",CHEMBL4459178,,CHEMBL4459178,6.08,0,http://www.openphacts.org/units/Nanomolar,3232084,=,38,1,=,,IC50,nM,,830.0,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,uM,UO_0000065,,0.83
,,19331017,[],CHEMBL4418809,Inhibition of Myc (unknown origin) expressed in HEK293T cells incubated for 16 hrs by firefly/renilla luciferase reporter gene assay,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C1C/C(=C\c2ccc(Sc3nc4ccccc4[nH]3)o2)C(=O)N1,,,CHEMBL4418492,,2018,"{'bei': '15.51', 'le': '0.30', 'lle': '2.30', 'sei': '5.73'}",CHEMBL4564939,,CHEMBL4564939,5.04,0,http://www.openphacts.org/units/Nanomolar,3232085,=,38,1,=,,IC50,nM,,9020.0,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,uM,UO_0000065,,9.02
,,19331018,[],CHEMBL4418809,Inhibition of Myc (unknown origin) expressed in HEK293T cells incubated for 16 hrs by firefly/renilla luciferase reporter gene assay,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C1NC(=O)/C(=C/c2ccc(Sc3nc4cccnc4[nH]3)o2)S1,,,CHEMBL4418492,,2018,"{'bei': '15.25', 'le': '0.31', 'lle': '2.22', 'sei': '5.21'}",CHEMBL4437143,,CHEMBL4437143,5.25,0,http://www.openphacts.org/units/Nanomolar,3232086,=,38,1,=,,IC50,nM,,5600.0,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,uM,UO_0000065,,5.6
,,19331019,[],CHEMBL4418809,Inhibition of Myc (unknown origin) expressed in HEK293T cells incubated for 16 hrs by firefly/renilla luciferase reporter gene assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)N1C(=O)S/C(=C\c2ccc(Sc3nc4ccccc4[nH]3)s2)C1=O,,,CHEMBL4418492,,2018,"{'bei': '14.42', 'le': '0.30', 'lle': '0.57', 'sei': '8.77'}",CHEMBL4562187,,CHEMBL4562187,5.79,0,http://www.openphacts.org/units/Nanomolar,3232087,=,38,1,=,,IC50,nM,,1620.0,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,uM,UO_0000065,,1.62
,Not Active,19331020,[],CHEMBL4418809,Inhibition of Myc (unknown origin) expressed in HEK293T cells incubated for 16 hrs by firefly/renilla luciferase reporter gene assay,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(O)CN1C(=O)S/C(=C\c2ccc(Sc3nc4ccccc4[nH]3)o2)C1=O,,,CHEMBL4418492,,2018,,CHEMBL4551179,,CHEMBL4551179,,0,,3232088,,38,0,,,IC50,,,,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,,,,
,,19331021,[],CHEMBL4418809,Inhibition of Myc (unknown origin) expressed in HEK293T cells incubated for 16 hrs by firefly/renilla luciferase reporter gene assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)(C)OC(=O)CN1C(=O)S/C(=C\c2ccc(Sc3nc4ccccc4[nH]3)o2)C1=O,,,CHEMBL4418492,,2018,"{'bei': '12.48', 'le': '0.25', 'lle': '1.02', 'sei': '5.41'}",CHEMBL4473626,,CHEMBL4473626,5.71,0,http://www.openphacts.org/units/Nanomolar,3232089,=,38,1,=,,IC50,nM,,1960.0,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,uM,UO_0000065,,1.96
,,19331022,[],CHEMBL4418809,Inhibition of Myc (unknown origin) expressed in HEK293T cells incubated for 16 hrs by firefly/renilla luciferase reporter gene assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COC(=O)CN1C(=O)S/C(=C\c2ccc(Sc3nc4ccccc4[nH]3)o2)C1=O,,,CHEMBL4418492,,2018,"{'bei': '13.21', 'le': '0.27', 'lle': '1.97', 'sei': '5.20'}",CHEMBL4514011,,CHEMBL4514011,5.49,0,http://www.openphacts.org/units/Nanomolar,3232090,=,38,1,=,,IC50,nM,,3260.0,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,uM,UO_0000065,,3.26
,,19331023,[],CHEMBL4418809,Inhibition of Myc (unknown origin) expressed in HEK293T cells incubated for 16 hrs by firefly/renilla luciferase reporter gene assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)N1C(=O)S/C(=C\c2ccc(Sc3ncc[nH]3)o2)C1=O,,,CHEMBL4418492,,2018,"{'bei': '13.96', 'le': '0.29', 'lle': '1.08', 'sei': '5.91'}",CHEMBL4447869,,CHEMBL4447869,4.68,0,http://www.openphacts.org/units/Nanomolar,3232091,=,38,1,=,,IC50,nM,,20800.0,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,uM,UO_0000065,,20.8
,,19331024,[],CHEMBL4418809,Inhibition of Myc (unknown origin) expressed in HEK293T cells incubated for 16 hrs by firefly/renilla luciferase reporter gene assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)N1C(=O)S/C(=C\c2ccc(Sc3ccccn3)o2)C1=O,,,CHEMBL4418492,,2018,"{'bei': '14.77', 'le': '0.30', 'lle': '0.85', 'sei': '8.07'}",CHEMBL4450452,,CHEMBL4450452,5.12,0,http://www.openphacts.org/units/Nanomolar,3232092,=,38,1,=,,IC50,nM,,7670.0,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,uM,UO_0000065,,7.67
,,19331025,[],CHEMBL4418809,Inhibition of Myc (unknown origin) expressed in HEK293T cells incubated for 16 hrs by firefly/renilla luciferase reporter gene assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)N1C(=O)S/C(=C\c2ccc(Sc3nc4ccccc4n3C)o2)C1=O,,,CHEMBL4418492,,2018,"{'bei': '14.46', 'le': '0.29', 'lle': '1.02', 'sei': '8.45'}",CHEMBL4574806,,CHEMBL4574806,5.78,0,http://www.openphacts.org/units/Nanomolar,3232093,=,38,1,=,,IC50,nM,,1670.0,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,uM,UO_0000065,,1.67
,,19331026,[],CHEMBL4418809,Inhibition of Myc (unknown origin) expressed in HEK293T cells incubated for 16 hrs by firefly/renilla luciferase reporter gene assay,B,,,BAO_0000190,BAO_0000219,cell-based format,NCCCN1C(=O)S/C(=C\c2ccc(Sc3nc4ccccc4[nH]3)o2)C1=O.O=C(O)C(F)(F)F,,,CHEMBL4418492,,2018,"{'bei': '12.95', 'le': '0.26', 'lle': '1.50', 'sei': '4.93'}",CHEMBL4442536,,CHEMBL4596813,5.19,0,http://www.openphacts.org/units/Nanomolar,3232094,=,38,1,=,,IC50,nM,,6520.0,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,uM,UO_0000065,7.3,6.52
,,19331027,[],CHEMBL4418809,Inhibition of Myc (unknown origin) expressed in HEK293T cells incubated for 16 hrs by firefly/renilla luciferase reporter gene assay,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(NCCCN1C(=O)S/C(=C\c2ccc(Sc3nc4ccccc4[nH]3)o2)C1=O)Nc1ccccc1,,,CHEMBL4418492,,2018,"{'bei': '11.38', 'le': '0.22', 'lle': '0.35', 'sei': '4.91'}",CHEMBL4532086,,CHEMBL4532086,5.91,0,http://www.openphacts.org/units/Nanomolar,3232095,=,38,1,=,,IC50,nM,,1220.0,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,uM,UO_0000065,,1.22
,,19331028,[],CHEMBL4418809,Inhibition of Myc (unknown origin) expressed in HEK293T cells incubated for 16 hrs by firefly/renilla luciferase reporter gene assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CCNC(=O)NCCCN1C(=O)S/C(=C\c2ccc(Sc3nc4ccccc4[nH]3)o2)C1=O,,,CHEMBL4418492,,2018,"{'bei': '10.96', 'le': '0.22', 'lle': '1.12', 'sei': '4.30'}",CHEMBL4515903,,CHEMBL4515903,5.17,0,http://www.openphacts.org/units/Nanomolar,3232096,=,38,1,=,,IC50,nM,,6770.0,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,uM,UO_0000065,,6.77
,,19331029,[],CHEMBL4418809,Inhibition of Myc (unknown origin) expressed in HEK293T cells incubated for 16 hrs by firefly/renilla luciferase reporter gene assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)N1C(=O)N/C(=C\c2ccc(Sc3nc4ccc(Cl)cc4[nH]3)o2)C1=O,,,CHEMBL4418492,,2018,"{'bei': '14.84', 'le': '0.30', 'lle': '1.72', 'sei': '6.55'}",CHEMBL4592867,,CHEMBL4592867,5.98,0,http://www.openphacts.org/units/Nanomolar,3232097,=,38,1,=,,IC50,nM,,1050.0,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,uM,UO_0000065,,1.05
,,19331030,[],CHEMBL4418809,Inhibition of Myc (unknown origin) expressed in HEK293T cells incubated for 16 hrs by firefly/renilla luciferase reporter gene assay,B,,,BAO_0000190,BAO_0000219,cell-based format,Cc1cccc2nc(Sc3ccc(/C=C4\SC(=O)N(C(C)C)C4=O)o3)[nH]c12,,,CHEMBL4418492,,2018,"{'bei': '14.58', 'le': '0.29', 'lle': '0.76', 'sei': '7.35'}",CHEMBL4473046,,CHEMBL4473046,5.82,0,http://www.openphacts.org/units/Nanomolar,3232098,=,38,1,=,,IC50,nM,,1500.0,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,uM,UO_0000065,,1.5
,,19331031,[],CHEMBL4418809,Inhibition of Myc (unknown origin) expressed in HEK293T cells incubated for 16 hrs by firefly/renilla luciferase reporter gene assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)N1C(=O)S/C(=C\c2ccc(Sc3nc4ccc(C(F)(F)F)cc4[nH]3)o2)C1=O,,,CHEMBL4418492,,2018,"{'bei': '13.66', 'le': '0.28', 'lle': '0.42', 'sei': '7.82'}",CHEMBL4472238,,CHEMBL4472238,6.19,0,http://www.openphacts.org/units/Nanomolar,3232099,=,38,1,=,,IC50,nM,,640.0,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,uM,UO_0000065,,0.64
,,19331032,[],CHEMBL4418809,Inhibition of Myc (unknown origin) expressed in HEK293T cells incubated for 16 hrs by firefly/renilla luciferase reporter gene assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)N1C(=O)S/C(=C\c2ccc(Sc3nc4cc(Cl)c(Cl)cc4[nH]3)o2)C1=O,,,CHEMBL4418492,,2018,"{'bei': '13.65', 'le': '0.30', 'lle': '0.14', 'sei': '7.83'}",CHEMBL4462590,,CHEMBL4462590,6.20,0,http://www.openphacts.org/units/Nanomolar,3232100,=,38,1,=,,IC50,nM,,630.0,CHEMBL1250348,Homo sapiens,Myc proto-oncogene protein,9606,,,IC50,uM,UO_0000065,,0.63
